Number,ID,Created At,Text,Sentiment,Likes
3901,1.82E+18,Fri Jul 26 10:04:41 +0000 2024,The Union Budget 2024-25:  A gift to the Youth of Nation https://t.co/8Rrk5FTsLs,1,1
3903,1.82E+18,Fri Jul 26 10:03:46 +0000 2024,🐟 Exciting News for Aquaculture! The government has reduced taxes on shrimp feed. This move is set to boost India's shrimp industry and reduce production costs. 🌍🐠 #Shrimp #Budget2024 #Stocks #Stockstofocus #StockMarket,1,1
3907,1.82E+18,Fri Jul 26 10:02:07 +0000 2024,"📈 Shrimp Industry Growth Alert! 
India's shrimp market, growing at a CAGR of 8%, is set for even faster growth with recent tax cuts. Expect a 15% production increase next fiscal year. 🚀 #Stocks #stockstofocus #StockMarket #Budget2024 #Growth #Investment",1,1
3908,1.82E+18,Fri Jul 26 10:01:53 +0000 2024,"What does this year’s Union Budget mean for India’s startup ecosystem?

Finance minister Nirmala Sitharaman only mentioned the word ‘startup’ twice in her entire Union Budget 2024-25 address, but the budget itself had plenty in it for the evolving startup ecosystem, including https://t.co/OQUe6QDv6S",1,3
3914,1.82E+18,Fri Jul 26 09:58:50 +0000 2024,"#Economy | A Meme-Worthy #Budget2024

The government is clear in its messaging – be ready to be a good slave of the new century.

@Kabiran_✍️
https://t.co/yM8XHL7uCg",-1,17
3916,1.82E+18,Fri Jul 26 09:57:26 +0000 2024,"Foreign portfolio investors (#FPIs) have withdrawn nearly ₹10,710 crore from the Indian stock market in just three days post-Union Budget. The exodus follows the government's hike in taxes on derivatives trades and capital gains from equity investments. #StockMarket  #Budget2024 https://t.co/nLtggnvLVd",0,0
3919,1.82E+18,Fri Jul 26 09:55:50 +0000 2024,"#Budget2024 If unemployment is issue, what each Individual MP Doing for it!? They have 5-6 MLAs in their Lok Sabha constituency, how they plan to work with them?  How they can team with MLAs to help NagarSevak and Block Dev Auth to ensure employement?!",-1,0
3920,1.82E+18,Fri Jul 26 09:55:20 +0000 2024,"Chairman CBIC Sh. Sanjay Agarwal while addressing at CII Interactive Session on #UnionBudget2024 said that the budget has rationalized import tariffs and corrected duty inversion, thereby reducing manufacturing cost and boosting domestic production. This would also in turn give https://t.co/uyKHk5BIcS",1,38
3921,1.82E+18,Fri Jul 26 09:55:17 +0000 2024,"The Union #Budget2024's surprise cut in gold customs duty triggered a dramatic market upheaval. Gold prices plunged over 5% in a day, erasing around ₹10.7 lakh crore in value! This unprecedented drop marks the 6th largest wealth erosion in Indian market history. #GoldMarket https://t.co/kECdw8fVDE",-1,0
3923,1.82E+18,Fri Jul 26 09:55:06 +0000 2024,"@rubelAITC @AITCofficial @Samirul65556476 There is nothing in the Center's budget for minority Dalits. @AITCofficial MP Professor @Samirul65556476 exposed the central government's anti-Dalit minority. 
#Budget2024",-1,0
3924,1.82E+18,Fri Jul 26 09:54:25 +0000 2024,"In the crypto sector, there was an expectation that the govt would align its taxation policy with other asset classes to foster growth and investment. Regrettably, this opportunity was not seized: Vikas Singh, @nftfnofficial 
#Budget2024 #BudgetReactions 

https://t.co/CmayGwKUmB https://t.co/8x3S9VwLrL",-1,8
3927,1.82E+18,Fri Jul 26 09:50:33 +0000 2024,Why @RahulGandhi @INCIndia not calling #allindiabandh against the #Budget2024 ? When there was UPA govt. bjp use to do #bandh for 1 rupee hike for petroleum products. @RahulGandhi jii we have so much expectations from you.,-1,0
3928,1.82E+18,Fri Jul 26 09:50:14 +0000 2024,"@yourswriterly Dear @nsitharaman Ma’am 

Please increase the #GST on #Uber rides and add some kind of cess on high usage.

#Budget2024",0,0
3930,1.82E+18,Fri Jul 26 09:49:53 +0000 2024,"In conclusion, the Union Budget 2024 presents a mixed bag. While there are several positive initiatives, the overall impact on the economy and the populace will depend on effective implementation and addressing existing challenges.",0,1
3931,1.82E+18,Fri Jul 26 09:49:49 +0000 2024,"""The significant emphasis on manufacturing is heartwarming and much needed for the growth of the economy,"": A. Gururaj, Optiemus Electronics Ltd

#UnionBudget #Budget2024 #BudgetReactions 

https://t.co/CmayGwKmx3 https://t.co/Gcxje1mYNH",1,0
3934,1.82E+18,Fri Jul 26 09:47:47 +0000 2024,"What does 'increased allocation' and gender budgeting really mean in India? For health workers like Sukara Sinha, #Budget2024 has nothing for women in terms of employment generation, education and socio economic empowerment 
@Jayati1609 @Outlookindia
https://t.co/h1CUHjmgar",-1,0
3935,1.82E+18,Fri Jul 26 09:47:27 +0000 2024,What a disaster Is #India budget 2024 from a #disasterFm #Financeminister #SitaRamam #Modi government,-1,0
3937,1.82E+18,Fri Jul 26 09:47:06 +0000 2024,"It is disheartening to witness the FM fumbling over the question regarding the rationale behind abrogation of indexation and new LTCG taxation regimen. She had to look here and there in search of an appropriate rationale.
#Budget2024",-1,4
3938,1.82E+18,Fri Jul 26 09:47:02 +0000 2024,"#FPBusiness: Finance Minister Nirmala Sitharaman on Friday said the taxes in the Union Budget 2024 have not been increased because the government wanted more money, but to ensure all asset classes are treated equally.
https://t.co/OiwzzVs2CF",0,2
3944,1.82E+18,Fri Jul 26 09:44:52 +0000 2024,"The #UnionBudget2024 has introduced some noteworthy changes in #directtax policies aimed at boosting #economicgrowth and simplifying the tax landscape.

Key highlights include: https://t.co/PqLh0siRNv",1,0
3945,1.82E+18,Fri Jul 26 09:44:45 +0000 2024,"Absolutely..#patience of @MohanMOdisha was key ,standing long 2hrs 8 minutes at a stretch on record &amp; appreciated...#Budget2024 honourable #CMOdisha🇮🇳🪷🚩🙏🙏",1,1
3946,1.82E+18,Fri Jul 26 09:44:22 +0000 2024,"The Union Budget 2024-25: 
A gift to the #Youth of Nation

Introducing the Prime Minister's Package for Youth Employment &amp; Skilling!

This new initiative includes 3 strategic schemes under the 'Employment Linked Incentive,' aimed at driving job creation and skill development of Y https://t.co/qeVvt6vTFW",1,9
3948,1.82E+18,Fri Jul 26 09:44:13 +0000 2024,"Symbolic demonstration of IYC workers against Prime Minister Narendra Modi who is attacking the federal structure by luring the rest of the states of the country in the form of 'Save Chair Budget'! #KursiBachaoBudget
#Budget2024 
#NirmalaSitharaman https://t.co/FlURiKX1wV",-1,0
3951,1.82E+18,Fri Jul 26 09:42:53 +0000 2024,"""Kudos to Kangana Ranaut on her brilliant maiden speech! She praises Modi govt's Union Budget 2024-25 &amp; J&amp;K Budget 2024-25 for revolutionizing Himachal Pradesh with world-class infrastructure. 

A star debut in Parliament #KanganaRanaut  @KanganaTeam
 https://t.co/4qVpQfuWda",1,44
3952,1.82E+18,Fri Jul 26 09:42:23 +0000 2024,"The Union Budget 2024-25 commits to Empowering Youth through Capital and Entrepreneurship Reforms with substantial initiatives.

#Budget2024 #BudgetForViksitBharat #NSSIndia #budgetforyouth #yuva #YouthEmpowerment 

@YASMinistry @mansukhmandviya @khadseraksha
@meetarajiv https://t.co/ZhWLZ22oLp",1,4
3953,1.82E+18,Fri Jul 26 09:42:04 +0000 2024,"New Tax Regime: What does it mean for salaried professionals? 

Swipe to see what changed in #Budget2024.",0,0
3954,1.82E+18,Fri Jul 26 09:41:58 +0000 2024,"Shaping Tomorrow: Union Budget 2024’s Bold Steps for Youth Advancement.  #UnionBudget2024 #BusinessGrowth #EPFO #EmployeeBenefits #BudgetForViksitBharat #NYKS #MYBharat
@mansukhmandviya
@khadseraksha
📷 https://t.co/8qM2dXZVhN",1,2
3957,1.82E+18,Fri Jul 26 09:38:29 +0000 2024,"If government cannot increase budget for education they can at least reduce or remove GST from education, every sector cannot be a source of business for government.
#Budget2024",-1,1
3958,1.82E+18,Fri Jul 26 09:38:26 +0000 2024,"""Very excited to learn of the plan to reimburse EPFO contributions to drive employment. This initiative is expected to generate jobs,"": Suhas Misra of Channelplay
@ItsLayerPR 
#Budget2024 #UnionBudget #BudgetReaction
https://t.co/CmayGwKUmB https://t.co/W8XsZKC4wi",1,0
3959,1.82E+18,Fri Jul 26 09:38:17 +0000 2024,@NSReddy1016 @nsitharaman @BJP4India Drain the middle class dry! Who needs vampires when you have this finance minister? 🤣🧛‍♀️ #Budget2024 #MiddleClassBloodbath #FinanceFiasco,-1,1
3960,1.82E+18,Fri Jul 26 09:38:10 +0000 2024,"In the Union Budget 2024, the allocation for Bengal in the flood sector is 'Zero'.

Read more

https://t.co/F0IRfU5s3A

Shared Via Didir Doot",-1,0
3961,1.82E+18,Fri Jul 26 09:37:59 +0000 2024,Drain the middle class dry! Who needs vampires when you have this finance minister? 🤣🧛‍♀️ #Budget2024 #MiddleClassBloodbath #FinanceFiasco,-1,0
3964,1.82E+18,Fri Jul 26 09:35:15 +0000 2024,"Mr Domnic Romell, President, CREDAI-MCHI, shares his note on Budget 2024-25: The Union Budget 2024, which emphasises skill development, women empowerment, urban growth, youth engagement, and MSMEs, which is commendable. https://t.co/dl9W9j0QEA",1,1
3965,1.82E+18,Fri Jul 26 09:34:39 +0000 2024,"It’s now the turn of the #privatesector industry to reciprocate, commit, &amp; collaborate to spur the #jobcreation &amp; economic growth agenda of the country: Sandeep Paidi, @KPMGIndia while speaking at @ficci_india and #KPMGinIndia's Post Budget Session in Hyderabad. #UnionBudget2024 https://t.co/KzucIfc1cJ",1,0
3966,1.82E+18,Fri Jul 26 09:34:38 +0000 2024,"Particularly, the emphasis on creation of #newjobs in the formal sector, #skilldevelopment, &amp; bridging the education-employment gap through #internships and #employmentlinkedincentives for our youth stand out: Sandeep Paidi, @KPMGIndia | #UnionBudget2024 https://t.co/aOxLCCJJom",1,0
3967,1.82E+18,Fri Jul 26 09:34:38 +0000 2024,"#UnionBudget2024 | Sandeep Paidi, @KPMGIndia: India’s vision to become a developed nation or #ViksitBharat by 2047 will need to be built on sustainable, inclusive, &amp; balanced economic growth. The #UnionBudget for FY25 sets the tone and direction for this journey focusing on nine https://t.co/R9kVqdN4UY",1,1
3971,1.82E+18,Fri Jul 26 09:31:34 +0000 2024,"Unfortunately for this country, billionaire Shahrukh Khan's daughter Suhana Khan considers herself a farmer and is now exempt from paying taxes.

@iamsrk 
#Budget2024 #Farming #FarmLife #FarmersProtest https://t.co/s4a85lPVBo",-1,1
3972,1.82E+18,Fri Jul 26 09:31:27 +0000 2024,"We are thrilled to see the Union Budget 2024-25 making significant strides towards sustainability, green energy, and inclusive growth, aligning with India’s ambitious target of achieving net-zero emissions by 2070. 

#InfiniteSolutions #UnionBudget2024 #RenewableEnergy https://t.co/vLTo1oSA0X",1,0
3973,1.82E+18,Fri Jul 26 09:31:03 +0000 2024,"We Pay Taxes Like #England, To Get Services Like #Somalia,' AAP MP Raghav Chadha On #Budget2024

#DNAVideos | #UnionBudget2024 | #RaghavChadha | #AAP https://t.co/wWKq1A4ipM",-1,6
3974,1.82E+18,Fri Jul 26 09:30:34 +0000 2024,@nyksindia @mansukhmandviya @OfficeOf_MM @khadseraksha @NITKM2021 @meetarajiv @mygovindia @airnewsalerts @PIB_India @FinMinIndia @mybharatgov A New Dawn for Youth: Union Budget 2024 Drives Change and Growth!,1,0
3976,1.82E+18,Fri Jul 26 09:30:05 +0000 2024,"""Youth-Centric Reforms:Union Budget 2024 sets the Stage for a Brighter Future"".
#NYKSINDIA
#UnionBudget2024
@nyksindia @YASMinistry @mansukhmandviya https://t.co/d9bsiNSRrb",1,0
3979,1.82E+18,Fri Jul 26 09:29:49 +0000 2024,"With a record ₹7,559 Cr allocated in #Budget2024 for Karnataka Railway Projects, the state's budget has surged 9-fold (805%) from the annual average of ₹835 Cr during 2009-2014, significantly enhancing infrastructure and passenger comfort.

#Aavishkaar | #NarendraModi | #BJP https://t.co/5U54FHuMUk",1,0
3981,1.82E+18,Fri Jul 26 09:29:36 +0000 2024,"The Union Budget 2024-25: A Gift to the Youth

Introducing the Prime Minister's Package for Youth Employment &amp; Skilling! 🎯
This initiative includes 3 schemes under the 'Employment Linked Incentive,' driving job creation and skill development for the youth. 
#UnionBudget2024 https://t.co/UcLJ41ubjg",1,2
3984,1.82E+18,Fri Jul 26 09:28:35 +0000 2024,#KargilVijayDiwas2024Lok Sabha Speaker @ombirlakotaled #LokSabha in paying tributes to the bravehearts of Indian Armed forces on Kargil Vijay Diwas today.  #BudgetSession #BudgetForViksitBharat #Budget2024 #LokSabha #UnionBudget2024 @loksabhaspeaker https://t.co/6UuZkVv1rp,1,0
3985,1.82E+18,Fri Jul 26 09:27:48 +0000 2024,"An all-inclusive budget focusing on the youth, farmers, the poor and women while outlining critical priorities that must be addressed for the country's holistic development.
.
.
.
#UnionBudget2024 #FinancialDecisions #finance #BarjeelGeojit https://t.co/vg6c0UDENm",1,0
3986,1.82E+18,Fri Jul 26 09:26:51 +0000 2024,"₹2.66 lakh crore allocation for  rural development in #UnionBudget2024, focusing on infrastructure. While this investment is a step forward, however a holistic approach addressing rural health, education &amp; social welfare alongside infrastructure could have yielded more",1,25
3987,1.82E+18,Fri Jul 26 09:26:00 +0000 2024,@nyksindia From Vision to Reality: Union Budget 2024 and the Youth Revolution!,1,0
3988,1.82E+18,Fri Jul 26 09:25:52 +0000 2024,A friend sent me this photo and it perfectly captures the essence of Nirmala Sitharaman's budget strategy: suck every drop from the middle class. Bravo! #Budget2024 #BudgetReactions #ModiDestroyedIndia #FinanceMinister https://t.co/PKFNRNM31E,-1,10
3989,1.82E+18,Fri Jul 26 09:25:51 +0000 2024,"Union Budget 2024 places special emphasis on women-led development schemes. The BJP government remains committed to empowering women.

@narendramodi @nsitharaman 

#Budget #UnionBudget #UnionBudget2024 #BJP #BJPGovernment #Womenempowerment https://t.co/2qSPcUwfxw",1,3
3991,1.82E+18,Fri Jul 26 09:24:49 +0000 2024,"UNION BUDGET 2024-25: INNOVATION, RESEARCH &amp; DEVELOPMENT

➡️Anusandhan National Research Fund to be set up for basic research &amp; prototype development

@MinistryofFinance #UnionBudget2024 

👉 Details: https://t.co/h6TVtJmgS9",1,0
3992,1.82E+18,Fri Jul 26 09:24:48 +0000 2024,@nyksindia Igniting Potential: How Union Budget 2024 Supports Our Young Minds!,1,1
3993,1.82E+18,Fri Jul 26 09:24:32 +0000 2024,"Empowering Tomorrow: Union Budget 2024 Invests in Youth Today!""
Building Futures: Union Budget 2024 Paves the Way for Youth Success!"" https://t.co/92BvjYTz5W",1,0
3995,1.82E+18,Fri Jul 26 09:23:01 +0000 2024,"In the name of simplification, the income tax burden is being enhanced though there's nothing like social security but savings are being discouraged. @narendramodi
@RSSorg #Budget2024 
#WorstFinanceMinister  @nsitharaman",-1,4
3997,1.82E+18,Fri Jul 26 09:21:43 +0000 2024,"""Poshan Bhi, Padhai Bhi"" is revolutionizing Anganwadis into early learning centers. More than 13 lakh Anganwadi workers are being trained to deliver comprehensive care and education to nearly 9 crore children.
.
.
#budget2024 #narishakti #womenleddevelopment 
@PIBWCD https://t.co/fT6yg0Txpy",1,17
3998,1.82E+18,Fri Jul 26 09:20:40 +0000 2024,"The NDA Govt.'s #Budget2024 has sidelined Bengal and the other Opposition-ruled states.

It has a clear political bias and is inherently DISCRIMINATORY in nature! https://t.co/QBANqslY7I",-1,381
4000,1.82E+18,Fri Jul 26 09:19:17 +0000 2024,"@DeepikaBhardwaj Adding insult to injury 😢

#Budget2025 
#Budget2024",-1,0
4001,1.82E+18,Fri Jul 26 09:19:11 +0000 2024,"Rahul Gandhi inside the Parliament.. Rahul Gandhi's fierce lion on the streets..✊🏼🔥 Youth Congress's outcry against 'Kursi Bachao Budget' of Modi government.
#Budget2024 https://t.co/RumKAxW696",-1,0
4002,1.82E+18,Fri Jul 26 09:19:04 +0000 2024,"Union Budget 2024: Telangana Gets a Boost in Skill Development and Employment

Budget initiatives will accelerate skill development, promote employment, and foster a robust workforce in Telangana, driving the state's economic growth and prosperity. https://t.co/Y4SCweZeFa",1,81
4005,1.82E+18,Fri Jul 26 09:16:21 +0000 2024,"Gold prices have corrected sharply by 7% ""The cut in basic custom duty on gold prices makes the yellow metal cheaper. While this can lead to weaker market sentiments #gold #goldprices #drop #postbudget #unionbudget #budget2024 #nbsnetworks https://t.co/zchPNFMUNR",-1,0
4006,1.82E+18,Fri Jul 26 09:15:46 +0000 2024,"'The Youth Agenda'
Beyond mere allocation increases, Union Budget 2024 introduces targeted programs for skills development, job creation, and internship opportunities, directly empowering young Indians to become tomorrow's leaders.
Kudos Team Modi
👏👏
https://t.co/O3ImguNO3m https://t.co/ziqWxsuprq",1,1
4009,1.82E+18,Fri Jul 26 09:14:09 +0000 2024,"Yesterday, I delved into a discussion about Union Budget 2024 on @NewsX
 I emphasized that it's a comprehensive budget, addressing key areas such as employment, MSMEs, women's development, and infrastructure. 
This budget is poised to benefit all states, encouraging the proposal https://t.co/TYDtMzMINX",1,52
4014,1.82E+18,Fri Jul 26 09:11:00 +0000 2024,"BJP pimps don't have guts to question government on tax terrorism inflicted on the middle class by BJP. However, they are always ready to attack anyone who speaks for the middle class. Shameless people. 

#Budget2024 
#RaghavChaddha",-1,0
4018,1.82E+18,Fri Jul 26 09:09:02 +0000 2024,"I demand special Budget for farmers: Sandosh Kumar P of CPI while participating in discussion on Budget in Rajya Sabha.
#BudgetSession2024",0,0
4019,1.82E+18,Fri Jul 26 09:08:59 +0000 2024,"The Union Budget 2024-25 commits to Empowering Youth through Capital and Entrepreneurship Reforms with substantial initiatives.

#Budget2024 #BudgetForViksitBharat #NSSIndia #budgetforyouth #yuva #YouthEmpowerment https://t.co/vMuMDQtOGX",1,29
4021,1.82E+18,Fri Jul 26 09:07:16 +0000 2024,"The Union Budget 2024 has brought forth substantial reforms in the tax and regulatory framework, with the aim of  streamlining processes and promoting economic growth. Check out the top highlights from the budget. https://t.co/joDOaM7raa https://t.co/3xG2glhIhH",1,0
4022,1.82E+18,Fri Jul 26 09:03:32 +0000 2024,"from Govt's POV they printed alot during COVID, purchase power is up, people are investing in MFs, stocks more than ever, real estate is all time high. lots of money circulating in the economy.

An attempt to get it back ? #Budget2024",1,0
4024,1.82E+18,Fri Jul 26 09:02:53 +0000 2024,"Raghav Chada 🗣️ :
Tax like England 
Service like somalia 

#Budget2024",-1,0
4025,1.82E+18,Fri Jul 26 09:02:42 +0000 2024,"📊 Union Budget 2024: India's direct tax collection is outpacing GDP growth. Highlights include simpler TDS structure, streamlined tax regime for charities, and updates to reassessment, search provisions, and capital gains taxation. Better compliance and inflation drive record",1,1
4026,1.82E+18,Fri Jul 26 09:02:27 +0000 2024,"Sgb losing out value due to reduction in custom duty
Increase in LTCG and STCG 
Removal of indexation for tax calc and stamp duty in value of asset. 
FM can destroy this govt. Govt has balanced other parts except finance. This can turn the table
#BudgetForViksitBharat #budget2024",-1,0
4028,1.82E+18,Fri Jul 26 09:00:56 +0000 2024,""" Shaping Tomorrow: Union Budget 2024's Drives Change and Growth""
@nyksindia https://t.co/3jDawThC62",1,0
4033,1.82E+18,Fri Jul 26 08:58:16 +0000 2024,"This man doing great work relaying common man concerns on #bjp's #budget2024

Have always said bjp are economic terrorists, further now their Arrogance, performance are same as as #congress was before booted out by public.
Same fate inevitable awaits
@narendramodi

#pmmodi #india",-1,1
4034,1.82E+18,Fri Jul 26 08:58:15 +0000 2024,"Youth-Centric Reforms:Union Budget 2024 sets the Stage for a Brighter Future.
#NYKSINDIA
#UnionBudget2024
@nyksindia @YASMinistry @mansukhmandviya https://t.co/0jX2hEwBal",1,1
4035,1.82E+18,Fri Jul 26 08:58:15 +0000 2024,""" Creating Opportunities: Union Budget 2024 Prioritizes Youth Development""

@nyksindia https://t.co/kPSwmVpgoy",1,0
4038,1.82E+18,Fri Jul 26 08:57:34 +0000 2024,"""Investing in Youth:Union Budget 2024 takes a Giang Leap Forward""
#NYKSINDIA
#UnionBudget2024
@nyksindia @YASMinistry @mansukhmandviya https://t.co/6Z7ajXabNb",1,1
4039,1.82E+18,Fri Jul 26 08:57:09 +0000 2024,"From Vision to Reality: Union Budget 2024 and The Youth Revolution""
@nyksindia https://t.co/KbVM2pjCak",1,0
4040,1.82E+18,Fri Jul 26 08:57:02 +0000 2024,"#Budget2024 Every developed state should be paired with lesser developed state and call that state as ""sibling state"" and should healthily share resources for development. India will only grow when inter-state relations grow at rapid rate.",1,0
4041,1.82E+18,Fri Jul 26 08:56:57 +0000 2024,"**""Building Futures:Union Budget 2024 Paves the Way for Youth Success!""
#NYKSINDIA
#UnionBudget2024
@nyksindia @YASMinistry @mansukhmandviya https://t.co/qGcaJBKGNi",1,1
4043,1.82E+18,Fri Jul 26 08:55:17 +0000 2024,"#Budget2024 Its ok to have focus on two states per year, this is annual and next year can be Goa and Mizoram, next to that Kerala and Himachal, next to that Chhatisgarh and Sikkhim and so on.",1,0
4044,1.82E+18,Fri Jul 26 08:55:07 +0000 2024,"‘Will protest against discriminatory budget proposals in Niti Ayog meeting', says Mamata confirming attendance 

#Nitiaayogmeeting #WestBengal #UnionBudget2024 

https://t.co/FJvt6B5ZLM",0,0
4047,1.82E+18,Fri Jul 26 08:53:21 +0000 2024,""" Youth-centric Reforms: Union Budget 2024 sets the Stage for a Brighter Future:

@nyksindia https://t.co/Mj0EJ6IFoz",1,0
4048,1.82E+18,Fri Jul 26 08:53:14 +0000 2024,"**“Empowering Tomorrow: Union Budget 2024 Invests in Youth Today!”**
@YASMinistry  @PMOIndia @nyksindia @mybharatgov @nykskarnataka
#UnionBudget2024 
#EPFO 
#EmployeeBenefits https://t.co/R7ZP2t6vNe",1,1
4050,1.82E+18,Fri Jul 26 08:52:20 +0000 2024,"@Principalrashtr @narendramodi @nsitharaman All these wake up post 2014 
#Budget2024",-1,0
4051,1.82E+18,Fri Jul 26 08:51:36 +0000 2024,"Empowering Tomorrow: Union Budget 2024 Invests in Youth Today!”
#UnionBudget2024 
@nyksindia @YASMinistry @PMOIndia @mansukhmandviya https://t.co/LSFoDUMPxv",1,0
4052,1.82E+18,Fri Jul 26 08:51:10 +0000 2024,""" Future Ready: Union Budget 2024's Commitment to Youth Empowerment""

@nyksindia https://t.co/CaCFca5r6H",1,0
4056,1.82E+18,Fri Jul 26 08:47:20 +0000 2024,"#CorporateHike are mostly based on company performance 📈. There will also be adjustments for some employees ✍️, and politics 🗳️ can influence hikes as well. I see our #Budget2024 as the corporate salary hike cycle 💸. Most people will cry 😢 but will wait for the next one ⏳",-1,0
4058,1.82E+18,Fri Jul 26 08:45:30 +0000 2024,"The Union Budget 2024-25 makes no additional allocation for providing rations to 8 crore migrant/unorganised sector workers left out of the food security net, despite repeated directions of the Supreme Court. In fact the food subsidy allocation has been reduced by 3.3% as",-1,9
4059,1.82E+18,Fri Jul 26 08:45:01 +0000 2024,"The finance minister has proposed fully exempting 25 critical minerals from customs duties to boost sectors such as nuclear energy, renewable energy, space, defence, telecommunications, and high-tech electronics.

#DeloitteOnBudget #Budget24 #UnionBudget2024 #UnionBudget",1,0
4061,1.82E+18,Fri Jul 26 08:43:26 +0000 2024,"Navigating Fiscal Waters: Assessing the Challenges in India's Budget Projections for 2024-25 https://t.co/eZK0wZuH5v 
#FiscalPolicy #IndianEconomy #Budget2024 #EconomicReform",0,1
4062,1.82E+18,Fri Jul 26 08:43:26 +0000 2024,"Nirmala ji, don't eat onion But stop picking the common man's pocket in the name of tax! : @srinivasiyc, IYC President
#NirmalaSitharaman
#IncomeTax 
#Budget2024 
#TaxTerrorism https://t.co/S6hvscgRfg",-1,1
4063,1.82E+18,Fri Jul 26 08:43:24 +0000 2024,"Building Futures: Union Budget 2024 paves the Way for Youth Success""
@nyksindia https://t.co/SJAzJSBxV0",1,1
4067,1.82E+18,Fri Jul 26 08:42:19 +0000 2024,"@tirunelveli_bjp @CMOTamilnadu @mkstalin must step in an act. He was angry that the #TamilNadu was not mentioned once in the #UnionBudget2024, which is for all of India.
Here a person is working, name mentioned every day, in 11 Colleges at the same time?",-1,2
4075,1.82E+18,Fri Jul 26 08:37:45 +0000 2024,"Banks earn interest from our EMIs, but consumers are also charged IGST on the interest, not the bank. The bank is earning, yet we, the consumers, are paying IGST on their earnings!

#Budget2024 
#ICICIBank",-1,1
4076,1.82E+18,Fri Jul 26 08:37:21 +0000 2024,Creating Opportunities: Union Budget 2024 Prioritizes Youth Development https://t.co/ihfhTKGSSW,1,1
4077,1.82E+18,Fri Jul 26 08:37:05 +0000 2024,"@prettypadmaja @JhaSanjay Why should cost of collection of wealth tax be high in the days of automation and computerization. We don't need bureaucracy, we need strong IT systems #Budget2024",-1,0
4079,1.82E+18,Fri Jul 26 08:36:56 +0000 2024,"Harsh reality 💯
#Budget2024
#LTCG #tax #stockmarketsindia https://t.co/bvk4vw6Jk2",-1,0
4080,1.82E+18,Fri Jul 26 08:35:36 +0000 2024,"At least as of now , markets and investors are extremely ‘upset’ with @nsitharamanoffc @narendramodi and #UnionBudget2024 ..😀👇🏼 https://t.co/VpnHiYKmOE",-1,1
4081,1.82E+18,Fri Jul 26 08:35:00 +0000 2024,"#KapilSibal on #Budget: 83% of #India's #youth #unemployed, Govt has no clear plan for #JobCrisis  🗞️ Catch the day's latest news and updates ➠  https://t.co/zC4ApsuAS2 #BudgET2024 #BudgetWithET https://t.co/wySSP41aGI",-1,17
4084,1.82E+18,Fri Jul 26 08:34:34 +0000 2024,"Q was on social security and what 1.5% tax payers are getting in return after paying taxes. Nirmala Sitharaman didn't answer and spoke rubbish

Brazen &amp; Arrogant

This is what the BJP has become. This is why the middle class #Hindu has dumped them

#Budget2024 #NirmalaSitharaman https://t.co/WwNaCs5MOo",-1,0
4087,1.82E+18,Fri Jul 26 08:33:34 +0000 2024,"The #UnionBudget,
#UnionBudget24,
#UnionBudget2024 Prepared By
@nsitharaman,
@nsitharamanoffc Is 
A #Disaster4MiddleClass,
#Disaster_4_Middle_Class.,

Like @mookambika_rath Is
A #Disaster4Maiam,
#Disaster_4_Maiam. https://t.co/FpS8ltXsFs",-1,0
4088,1.82E+18,Fri Jul 26 08:33:01 +0000 2024,"WOCE's Budget Insights Making Headlines!

We're thrilled to share that our expert analysis of Union Budget 2024 has garnered significant media attention. Thank you to all the media outlets for recognizing our contributions towards building a sustainable India.

#Budget2024 #ESG https://t.co/uaAEIv89Yz",0,0
4089,1.82E+18,Fri Jul 26 08:32:27 +0000 2024,"#karnataka will not get drought relief fund , #GST returns no given properly #kannadigas can’t get prioritise on jobs .cheating us in #Budget2024  allocating ..but @BJP4Karnataka  wants to play dirty politics by false allegations .. so thanks to so called privilege educated fools",-1,0
4090,1.82E+18,Fri Jul 26 08:32:00 +0000 2024,"#BudgetWithHT | #Budget2024 balances the need to spur economic growth with the need to signal commitment to fiscal prudence

✍️Samiran Chakraborty
https://t.co/TPz9OXOaM4",1,2
4091,1.82E+18,Fri Jul 26 08:31:42 +0000 2024,"World worse budget introduced by India were investors are being asked not to do investment.

#Budget2024",-1,0
4094,1.82E+18,Fri Jul 26 08:31:16 +0000 2024,"@nsitharamanoffc @nsitharaman @narendramodi .. This is it Mr PM... Salaried middle class is tired of your big big words.. 

No govt health insurance for middle class.
No central govt schools for easy admissions for middle class.
No monthly payments to middle class when they loose their job.
#Budget2024",-1,0
4097,1.82E+18,Fri Jul 26 08:30:17 +0000 2024,"There's been little attention on how SGB buyers have been short-changed by the government. The import duty cut was timed perfectly to coincide with the 8-year maturity of SGBs. With SGBs representing about 20% of India's gold, this isn't a minor issue. #Budget2024",-1,1
4100,1.82E+18,Fri Jul 26 08:30:00 +0000 2024,"#Budget2024 sets the stage for India to gain a lead in research across various sectors, including space, says Finance Minister #NirmalaSitharaman. 

Read more ⬇️

https://t.co/dCqhs2DLEP",1,1
4101,1.82E+18,Fri Jul 26 08:29:06 +0000 2024,@nyksindia @mansukhmandviya @OfficeOf_MM @khadseraksha @mygovindia @airnewsalerts @FinMinIndia @mybharatgov @PIB_India @NITKM2021 @meetarajiv “Youth-Centric Reforms: Union Budget 2024 Sets the Stage for a Brighter Future!,1,0
